DATE,DJIA
Nov 22 2012,
Nov 23 2012,13009.68
Nov 26 2012,12967.37
Nov 27 2012,12878.13
Nov 28 2012,12985.11
Nov 29 2012,13021.82
Nov 30 2012,13025.58
Dec 03 2012,12965.6
Dec 04 2012,12951.78
Dec 05 2012,13034.49
Dec 06 2012,13074.04
Dec 07 2012,13155.13
Dec 10 2012,13169.88
Dec 11 2012,13248.44
Dec 12 2012,13245.45
Dec 13 2012,13170.72
Dec 14 2012,13135.01
Dec 17 2012,13235.39
Dec 18 2012,13350.96
Dec 19 2012,13251.97
Dec 20 2012,13311.72
Dec 21 2012,13190.84
Dec 24 2012,13139.08
Dec 25 2012,
Dec 26 2012,13114.59
Dec 27 2012,13096.31
Dec 28 2012,12938.11
Dec 31 2012,13104.14
Jan 01 2013,
Jan 02 2013,13412.55
Jan 03 2013,13391.36
Jan 04 2013,13435.21
Jan 07 2013,13384.29
Jan 08 2013,13328.85
Jan 09 2013,13390.51
Jan 10 2013,13471.22
Jan 11 2013,13488.43
Jan 14 2013,13507.32
Jan 15 2013,13534.89
Jan 16 2013,13511.23
Jan 17 2013,13596.02
Jan 18 2013,13649.7
Jan 21 2013,
Jan 22 2013,13712.21
Jan 23 2013,13779.33
Jan 24 2013,13825.33
Jan 25 2013,13895.98
Jan 28 2013,13881.93
Jan 29 2013,13954.42
Jan 30 2013,13910.42
Jan 31 2013,13860.58
Feb 01 2013,14009.79
Feb 04 2013,13880.08
Feb 05 2013,13979.3
Feb 06 2013,13986.52
Feb 07 2013,13944.05
Feb 08 2013,13992.97
Feb 11 2013,13971.24
Feb 12 2013,14018.7
Feb 13 2013,13982.91
Feb 14 2013,13973.39
Feb 15 2013,13981.76
Feb 18 2013,
Feb 19 2013,14035.67
Feb 20 2013,13927.54
Feb 21 2013,13880.62
Feb 22 2013,14000.57
Feb 25 2013,13784.17
Feb 26 2013,13900.13
Feb 27 2013,14075.37
Feb 28 2013,14054.49
Mar 01 2013,14089.66
Mar 04 2013,14127.82
Mar 05 2013,14253.77
Mar 06 2013,14296.24
Mar 07 2013,14329.49
Mar 08 2013,14397.07
Mar 11 2013,14447.29
Mar 12 2013,14450.06
Mar 13 2013,14455.28
Mar 14 2013,14539.14
Mar 15 2013,14514.11
Mar 18 2013,14452.06
Mar 19 2013,14455.82
Mar 20 2013,14511.73
Mar 21 2013,14421.49
Mar 22 2013,14512.03
Mar 25 2013,14447.75
Mar 26 2013,14559.65
Mar 27 2013,14526.16
Mar 28 2013,14578.54
Mar 29 2013,
Apr 01 2013,14572.85
Apr 02 2013,14662.01
Apr 03 2013,14550.35
Apr 04 2013,14606.11
Apr 05 2013,14565.25
Apr 08 2013,14613.48
Apr 09 2013,14673.46
Apr 10 2013,14802.24
Apr 11 2013,14865.14
Apr 12 2013,14865.06
Apr 15 2013,14599.2
Apr 16 2013,14756.78
Apr 17 2013,14618.59
Apr 18 2013,14537.14
Apr 19 2013,14547.51
Apr 22 2013,14567.17
Apr 23 2013,14719.46
Apr 24 2013,14676.3
Apr 25 2013,14700.8
Apr 26 2013,14712.55
Apr 29 2013,14818.75
Apr 30 2013,14839.8
May 01 2013,14700.95
May 02 2013,14831.58
May 03 2013,14973.96
May 06 2013,14968.89
May 07 2013,15056.2
May 08 2013,15105.12
May 09 2013,15082.62
May 10 2013,15118.49
May 13 2013,15091.68
May 14 2013,15215.25
May 15 2013,15275.69
May 16 2013,15233.22
May 17 2013,15354.4
May 20 2013,15335.28
May 21 2013,15387.58
May 22 2013,15307.17
May 23 2013,15294.5
May 24 2013,15303.1
May 27 2013,
May 28 2013,15409.39
May 29 2013,15302.8
May 30 2013,15324.53
May 31 2013,15115.57
Jun 03 2013,15254.03
Jun 04 2013,15177.54
Jun 05 2013,14960.59
Jun 06 2013,15040.62
Jun 07 2013,15248.12
Jun 10 2013,15238.59
Jun 11 2013,15122.02
Jun 12 2013,14995.23
Jun 13 2013,15176.08
Jun 14 2013,15070.18
Jun 17 2013,15179.85
Jun 18 2013,15318.23
Jun 19 2013,15112.19
Jun 20 2013,14758.32
Jun 21 2013,14799.4
Jun 24 2013,14659.56
Jun 25 2013,14760.31
Jun 26 2013,14910.14
Jun 27 2013,15024.49
Jun 28 2013,14909.6
Jul 01 2013,14974.96
Jul 02 2013,14932.41
Jul 03 2013,14988.55
Jul 04 2013,
Jul 05 2013,15135.84
Jul 08 2013,15224.69
Jul 09 2013,15300.34
Jul 10 2013,15291.66
Jul 11 2013,15460.92
Jul 12 2013,15464.3
Jul 15 2013,15484.26
Jul 16 2013,15451.85
Jul 17 2013,15470.52
Jul 18 2013,15548.54
Jul 19 2013,15543.74
Jul 22 2013,15545.55
Jul 23 2013,15567.74
Jul 24 2013,15542.24
Jul 25 2013,15555.61
Jul 26 2013,15558.83
Jul 29 2013,15521.97
Jul 30 2013,15520.59
Jul 31 2013,15499.54
Aug 01 2013,15628.02
Aug 02 2013,15658.36
Aug 05 2013,15612.13
Aug 06 2013,15518.74
Aug 07 2013,15470.67
Aug 08 2013,15498.32
Aug 09 2013,15425.51
Aug 12 2013,15419.68
Aug 13 2013,15451.01
Aug 14 2013,15337.66
Aug 15 2013,15112.19
Aug 16 2013,15081.47
Aug 19 2013,15010.74
Aug 20 2013,15002.99
Aug 21 2013,14897.55
Aug 22 2013,14963.74
Aug 23 2013,15010.51
Aug 26 2013,14946.46
Aug 27 2013,14776.13
Aug 28 2013,14824.51
Aug 29 2013,14840.95
Aug 30 2013,14810.31
Sep 02 2013,
Sep 03 2013,14833.96
Sep 04 2013,14930.87
Sep 05 2013,14937.48
Sep 06 2013,14922.5
Sep 09 2013,15063.12
Sep 10 2013,15191.06
Sep 11 2013,15326.6
Sep 12 2013,15300.64
Sep 13 2013,15376.06
Sep 16 2013,15494.78
Sep 17 2013,15529.73
Sep 18 2013,15676.94
Sep 19 2013,15636.55
Sep 20 2013,15451.09
Sep 23 2013,15401.38
Sep 24 2013,15334.59
Sep 25 2013,15273.26
Sep 26 2013,15328.3
Sep 27 2013,15258.24
Sep 30 2013,15129.67
Oct 01 2013,15191.7
Oct 02 2013,15133.14
Oct 03 2013,14996.48
Oct 04 2013,15072.58
Oct 07 2013,14936.24
Oct 08 2013,14776.53
Oct 09 2013,14802.98
Oct 10 2013,15126.07
Oct 11 2013,15237.11
Oct 14 2013,15301.26
Oct 15 2013,15168.01
Oct 16 2013,15373.83
Oct 17 2013,15371.65
Oct 18 2013,15399.65
Oct 21 2013,15392.2
Oct 22 2013,15467.66
Oct 23 2013,15413.33
Oct 24 2013,15509.21
Oct 25 2013,15570.28
Oct 28 2013,15568.93
Oct 29 2013,15680.35
Oct 30 2013,15618.76
Oct 31 2013,15545.75
Nov 01 2013,15615.55
Nov 04 2013,15639.12
Nov 05 2013,15618.22
Nov 06 2013,15746.88
Nov 07 2013,15593.98
Nov 08 2013,15761.78
Nov 11 2013,15783.1
Nov 12 2013,15750.67
Nov 13 2013,15821.63
Nov 14 2013,15876.22
Nov 15 2013,15961.7
Nov 18 2013,15976.02
Nov 19 2013,15967.03
Nov 20 2013,15900.82
Nov 21 2013,16009.99
Nov 22 2013,16064.77
Nov 25 2013,16072.54
Nov 26 2013,16072.8
Nov 27 2013,16097.33
Nov 28 2013,
Nov 29 2013,16086.41
Dec 02 2013,16008.77
Dec 03 2013,15914.62
Dec 04 2013,15889.77
Dec 05 2013,15821.51
Dec 06 2013,16020.2
Dec 09 2013,16025.53
Dec 10 2013,15973.13
Dec 11 2013,15843.53
Dec 12 2013,15739.43
Dec 13 2013,15755.36
Dec 16 2013,15884.57
Dec 17 2013,15875.26
Dec 18 2013,16167.97
Dec 19 2013,16179.08
Dec 20 2013,16221.14
Dec 23 2013,16294.61
Dec 24 2013,16357.55
Dec 25 2013,
Dec 26 2013,16479.88
Dec 27 2013,16478.41
Dec 30 2013,16504.29
Dec 31 2013,16576.66
Jan 01 2014,
Jan 02 2014,16441.35
Jan 03 2014,16469.99
Jan 06 2014,16425.1
Jan 07 2014,16530.94
Jan 08 2014,16462.74
Jan 09 2014,16444.76
Jan 10 2014,16437.05
Jan 13 2014,16257.94
Jan 14 2014,16373.86
Jan 15 2014,16481.94
Jan 16 2014,16417.01
Jan 17 2014,16458.56
Jan 20 2014,
Jan 21 2014,16414.44
Jan 22 2014,16373.34
Jan 23 2014,16197.35
Jan 24 2014,15879.11
Jan 27 2014,15837.88
Jan 28 2014,15928.56
Jan 29 2014,15738.79
Jan 30 2014,15848.61
Jan 31 2014,15698.85
Feb 03 2014,15372.8
Feb 04 2014,15445.24
Feb 05 2014,15440.23
Feb 06 2014,15628.53
Feb 07 2014,15794.08
Feb 10 2014,15801.79
Feb 11 2014,15994.77
Feb 12 2014,15963.94
Feb 13 2014,16027.59
Feb 14 2014,16154.39
Feb 17 2014,
Feb 18 2014,16130.4
Feb 19 2014,16040.56
Feb 20 2014,16133.23
Feb 21 2014,16103.3
Feb 24 2014,16207.14
Feb 25 2014,16179.66
Feb 26 2014,16198.41
Feb 27 2014,16272.65
Feb 28 2014,16321.71
Mar 03 2014,16168.03
Mar 04 2014,16395.88
Mar 05 2014,16360.18
Mar 06 2014,16421.89
Mar 07 2014,16452.72
Mar 10 2014,16418.68
Mar 11 2014,16351.25
Mar 12 2014,16340.08
Mar 13 2014,16108.89
Mar 14 2014,16065.67
Mar 17 2014,16247.22
Mar 18 2014,16336.19
Mar 19 2014,16222.17
Mar 20 2014,16331.05
Mar 21 2014,16302.77
Mar 24 2014,16276.69
Mar 25 2014,16367.88
Mar 26 2014,16268.99
Mar 27 2014,16264.23
Mar 28 2014,16323.06
Mar 31 2014,16457.66
Apr 01 2014,16532.61
Apr 02 2014,16573
Apr 03 2014,16572.55
Apr 04 2014,16412.71
Apr 07 2014,16245.87
Apr 08 2014,16256.14
Apr 09 2014,16437.18
Apr 10 2014,16170.22
Apr 11 2014,16026.75
Apr 14 2014,16173.24
Apr 15 2014,16262.56
Apr 16 2014,16424.85
Apr 17 2014,16408.54
Apr 18 2014,
Apr 21 2014,16449.25
Apr 22 2014,16514.37
Apr 23 2014,16501.65
Apr 24 2014,16501.65
Apr 25 2014,16361.46
Apr 28 2014,16448.74
Apr 29 2014,16535.37
Apr 30 2014,16580.84
May 01 2014,16558.87
May 02 2014,16512.89
May 05 2014,16530.55
May 06 2014,16401.02
May 07 2014,16518.54
May 08 2014,16550.97
May 09 2014,16583.34
May 12 2014,16695.47
May 13 2014,16715.44
May 14 2014,16613.97
May 15 2014,16446.81
May 16 2014,16491.31
May 19 2014,16511.86
May 20 2014,16374.31
May 21 2014,16533.06
May 22 2014,16543.08
May 23 2014,16606.27
May 26 2014,
May 27 2014,16675.5
May 28 2014,16633.18
May 29 2014,16698.74
May 30 2014,16717.17
Jun 02 2014,16743.63
Jun 03 2014,16722.34
Jun 04 2014,16737.53
Jun 05 2014,16836.11
Jun 06 2014,16924.28
Jun 09 2014,16943.1
Jun 10 2014,16945.92
Jun 11 2014,16843.88
Jun 12 2014,16734.19
Jun 13 2014,16775.74
Jun 16 2014,16781.01
Jun 17 2014,16808.49
Jun 18 2014,16906.62
Jun 19 2014,16921.46
Jun 20 2014,16947.08
Jun 23 2014,16937.26
Jun 24 2014,16818.13
Jun 25 2014,16867.51
Jun 26 2014,16846.13
Jun 27 2014,16851.84
Jun 30 2014,16826.6
Jul 01 2014,16956.07
Jul 02 2014,16976.24
Jul 03 2014,17068.26
Jul 04 2014,
Jul 07 2014,17024.21
Jul 08 2014,16906.62
Jul 09 2014,16985.61
Jul 10 2014,16915.07
Jul 11 2014,16943.81
Jul 14 2014,17055.42
Jul 15 2014,17060.68
Jul 16 2014,17138.2
Jul 17 2014,16976.81
Jul 18 2014,17100.18
Jul 21 2014,17051.73
Jul 22 2014,17113.54
Jul 23 2014,17086.63
Jul 24 2014,17083.8
Jul 25 2014,16960.57
Jul 28 2014,16982.59
Jul 29 2014,16912.11
Jul 30 2014,16880.36
Jul 31 2014,16563.3
Aug 01 2014,16493.37
Aug 04 2014,16569.28
Aug 05 2014,16429.47
Aug 06 2014,16443.34
Aug 07 2014,16368.27
Aug 08 2014,16553.93
Aug 11 2014,16569.98
Aug 12 2014,16560.54
Aug 13 2014,16651.8
Aug 14 2014,16713.58
Aug 15 2014,16662.91
Aug 18 2014,16838.74
Aug 19 2014,16919.59
Aug 20 2014,16979.13
Aug 21 2014,17039.49
Aug 22 2014,17001.22
Aug 25 2014,17076.87
Aug 26 2014,17106.7
Aug 27 2014,17122.01
Aug 28 2014,17079.57
Aug 29 2014,17098.45
Sep 01 2014,
Sep 02 2014,17067.56
Sep 03 2014,17078.28
Sep 04 2014,17069.58
Sep 05 2014,17137.36
Sep 08 2014,17111.42
Sep 09 2014,17013.87
Sep 10 2014,17068.71
Sep 11 2014,17049
Sep 12 2014,16987.51
Sep 15 2014,17031.14
Sep 16 2014,17131.97
Sep 17 2014,17156.85
Sep 18 2014,17265.99
Sep 19 2014,17279.74
Sep 22 2014,17172.68
Sep 23 2014,17055.87
Sep 24 2014,17210.06
Sep 25 2014,16945.8
Sep 26 2014,17113.15
Sep 29 2014,17071.22
Sep 30 2014,17042.9
Oct 01 2014,16804.71
Oct 02 2014,16801.05
Oct 03 2014,17009.69
Oct 06 2014,16991.91
Oct 07 2014,16719.39
Oct 08 2014,16994.22
Oct 09 2014,16659.25
Oct 10 2014,16544.1
Oct 13 2014,16321.07
Oct 14 2014,16315.19
Oct 15 2014,16141.74
Oct 16 2014,16117.24
Oct 17 2014,16380.41
Oct 20 2014,16399.67
Oct 21 2014,16614.81
Oct 22 2014,16461.32
Oct 23 2014,16677.9
Oct 24 2014,16805.41
Oct 27 2014,16817.94
Oct 28 2014,17005.75
Oct 29 2014,16974.31
Oct 30 2014,17195.42
Oct 31 2014,17390.52
Nov 03 2014,17366.24
Nov 04 2014,17383.84
Nov 05 2014,17484.53
Nov 06 2014,17554.47
Nov 07 2014,17573.93
Nov 10 2014,17613.74
Nov 11 2014,17614.9
Nov 12 2014,17612.2
Nov 13 2014,17652.79
Nov 14 2014,17634.74
Nov 17 2014,17647.75
Nov 18 2014,17687.82
Nov 19 2014,17685.73
Nov 20 2014,17719
Nov 21 2014,17810.06
Nov 24 2014,17817.9
Nov 25 2014,17814.94
Nov 26 2014,17827.75
Nov 27 2014,
Nov 28 2014,17828.24
Dec 01 2014,17776.8
Dec 02 2014,17879.55
Dec 03 2014,17912.62
Dec 04 2014,17900.1
Dec 05 2014,17958.79
Dec 08 2014,17852.48
Dec 09 2014,17801.2
Dec 10 2014,17533.15
Dec 11 2014,17596.34
Dec 12 2014,17280.83
Dec 15 2014,17180.84
Dec 16 2014,17068.87
Dec 17 2014,17356.87
Dec 18 2014,17778.15
Dec 19 2014,17804.8
Dec 22 2014,17959.44
Dec 23 2014,18024.17
Dec 24 2014,18030.21
Dec 25 2014,
Dec 26 2014,18053.71
Dec 29 2014,18038.23
Dec 30 2014,17983.07
Dec 31 2014,17823.07
Jan 01 2015,
Jan 02 2015,17832.99
Jan 05 2015,17501.65
Jan 06 2015,17371.64
Jan 07 2015,17584.52
Jan 08 2015,17907.87
Jan 09 2015,17737.37
Jan 12 2015,17640.84
Jan 13 2015,17613.68
Jan 14 2015,17427.09
Jan 15 2015,17320.71
Jan 16 2015,17511.57
Jan 19 2015,
Jan 20 2015,17515.23
Jan 21 2015,17554.28
Jan 22 2015,17813.98
Jan 23 2015,17672.6
Jan 26 2015,17678.7
Jan 27 2015,17387.21
Jan 28 2015,17191.37
Jan 29 2015,17416.85
Jan 30 2015,17164.95
Feb 02 2015,17361.04
Feb 03 2015,17666.4
Feb 04 2015,17673.02
Feb 05 2015,17884.88
Feb 06 2015,17824.29
Feb 09 2015,17729.21
Feb 10 2015,17868.76
Feb 11 2015,17862.14
Feb 12 2015,17972.38
Feb 13 2015,18019.35
Feb 16 2015,
Feb 17 2015,18047.58
Feb 18 2015,18029.85
Feb 19 2015,17985.77
Feb 20 2015,18140.44
Feb 23 2015,18116.84
Feb 24 2015,18209.19
Feb 25 2015,18224.57
Feb 26 2015,18214.42
Feb 27 2015,18132.7
Mar 02 2015,18288.63
Mar 03 2015,18203.37
Mar 04 2015,18096.9
Mar 05 2015,18135.72
Mar 06 2015,17856.78
Mar 09 2015,17995.72
Mar 10 2015,17662.94
Mar 11 2015,17635.39
Mar 12 2015,17895.22
Mar 13 2015,17749.31
Mar 16 2015,17977.42
Mar 17 2015,17849.08
Mar 18 2015,18076.19
Mar 19 2015,17959.03
Mar 20 2015,18127.65
Mar 23 2015,18116.04
Mar 24 2015,18011.14
Mar 25 2015,17718.54
Mar 26 2015,17678.23
Mar 27 2015,17712.66
Mar 30 2015,17976.31
Mar 31 2015,17776.12
Apr 01 2015,17698.18
Apr 02 2015,17763.24
Apr 03 2015,
Apr 06 2015,17880.85
Apr 07 2015,17875.42
Apr 08 2015,17902.51
Apr 09 2015,17958.73
Apr 10 2015,18057.65
Apr 13 2015,17977.04
Apr 14 2015,18036.7
Apr 15 2015,18112.61
Apr 16 2015,18105.77
Apr 17 2015,17826.3
Apr 20 2015,18034.93
Apr 21 2015,17949.59
Apr 22 2015,18038.27
Apr 23 2015,18058.69
Apr 24 2015,18080.14
Apr 27 2015,18037.97
Apr 28 2015,18110.14
Apr 29 2015,18035.53
Apr 30 2015,17840.52
May 01 2015,18024.06
May 04 2015,18070.4
May 05 2015,17928.2
May 06 2015,17841.98
May 07 2015,17924.06
May 08 2015,18191.11
May 11 2015,18105.17
May 12 2015,18068.23
May 13 2015,18060.49
May 14 2015,18252.24
May 15 2015,18272.56
May 18 2015,18298.88
May 19 2015,18312.39
May 20 2015,18285.4
May 21 2015,18285.74
May 22 2015,18232.02
May 25 2015,
May 26 2015,18041.54
May 27 2015,18162.99
May 28 2015,18126.12
May 29 2015,18010.68
Jun 01 2015,18040.37
Jun 02 2015,18011.94
Jun 03 2015,18076.27
Jun 04 2015,17905.58
Jun 05 2015,17849.46
Jun 08 2015,17766.55
Jun 09 2015,17764.04
Jun 10 2015,18000.4
Jun 11 2015,18039.37
Jun 12 2015,17898.84
Jun 15 2015,17791.17
Jun 16 2015,17904.48
Jun 17 2015,17935.74
Jun 18 2015,18115.84
Jun 19 2015,18015.95
Jun 22 2015,18119.78
Jun 23 2015,18144.07
Jun 24 2015,17966.07
Jun 25 2015,17890.36
Jun 26 2015,17946.68
Jun 29 2015,17596.35
Jun 30 2015,17619.51
Jul 01 2015,17757.91
Jul 02 2015,17730.11
Jul 03 2015,
Jul 06 2015,17683.58
Jul 07 2015,17776.91
Jul 08 2015,17515.42
Jul 09 2015,17548.62
Jul 10 2015,17760.41
Jul 13 2015,17977.68
Jul 14 2015,18053.58
Jul 15 2015,18050.17
Jul 16 2015,18120.25
Jul 17 2015,18086.45
Jul 20 2015,18100.41
Jul 21 2015,17919.29
Jul 22 2015,17851.04
Jul 23 2015,17731.92
Jul 24 2015,17568.53
Jul 27 2015,17440.59
Jul 28 2015,17630.27
Jul 29 2015,17751.39
Jul 30 2015,17745.98
Jul 31 2015,17689.86
Aug 03 2015,17598.2
Aug 04 2015,17550.69
Aug 05 2015,17540.47
Aug 06 2015,17419.75
Aug 07 2015,17373.38
Aug 10 2015,17615.17
Aug 11 2015,17402.84
Aug 12 2015,17402.51
Aug 13 2015,17408.25
Aug 14 2015,17477.4
Aug 17 2015,17545.18
Aug 18 2015,17511.34
Aug 19 2015,17348.73
Aug 20 2015,16990.69
Aug 21 2015,16459.75
Aug 24 2015,15871.35
Aug 25 2015,15666.44
Aug 26 2015,16285.51
Aug 27 2015,16654.77
Aug 28 2015,16643.01
Aug 31 2015,16528.03
Sep 01 2015,16058.35
Sep 02 2015,16351.38
Sep 03 2015,16374.76
Sep 04 2015,16102.38
Sep 07 2015,
Sep 08 2015,16492.68
Sep 09 2015,16253.57
Sep 10 2015,16330.4
Sep 11 2015,16433.09
Sep 14 2015,16370.96
Sep 15 2015,16599.85
Sep 16 2015,16739.95
Sep 17 2015,16674.74
Sep 18 2015,16384.58
Sep 21 2015,16510.19
Sep 22 2015,16330.47
Sep 23 2015,16279.89
Sep 24 2015,16201.32
Sep 25 2015,16314.67
Sep 28 2015,16001.89
Sep 29 2015,16049.13
Sep 30 2015,16284.7
Oct 01 2015,16272.01
Oct 02 2015,16472.37
Oct 05 2015,16776.43
Oct 06 2015,16790.19
Oct 07 2015,16912.29
Oct 08 2015,17050.75
Oct 09 2015,17084.49
Oct 12 2015,17131.86
Oct 13 2015,17081.89
Oct 14 2015,16924.75
Oct 15 2015,17141.75
Oct 16 2015,17215.97
Oct 19 2015,17230.54
Oct 20 2015,17217.11
Oct 21 2015,17168.61
Oct 22 2015,17489.16
Oct 23 2015,17646.7
Oct 26 2015,17623.05
Oct 27 2015,17581.43
Oct 28 2015,17779.52
Oct 29 2015,17755.8
Oct 30 2015,17663.54
Nov 02 2015,17828.76
Nov 03 2015,17918.15
Nov 04 2015,17867.58
Nov 05 2015,17863.43
Nov 06 2015,17910.33
Nov 09 2015,17730.48
Nov 10 2015,17758.21
Nov 11 2015,17702.22
Nov 12 2015,17448.07
Nov 13 2015,17245.24
Nov 16 2015,17483.01
Nov 17 2015,17489.5
Nov 18 2015,17737.16
Nov 19 2015,17732.75
Nov 20 2015,17823.81
Nov 23 2015,17792.68
Nov 24 2015,17812.19
Nov 25 2015,17813.39
Nov 26 2015,
Nov 27 2015,17798.49
Nov 30 2015,17719.92
Dec 01 2015,17888.35
Dec 02 2015,17729.68
Dec 03 2015,17477.67
Dec 04 2015,17847.63
Dec 07 2015,17730.51
Dec 08 2015,17568
Dec 09 2015,17492.3
Dec 10 2015,17574.75
Dec 11 2015,17265.21
Dec 14 2015,17368.5
Dec 15 2015,17524.91
Dec 16 2015,17749.09
Dec 17 2015,17495.84
Dec 18 2015,17128.55
Dec 21 2015,17251.62
Dec 22 2015,17417.27
Dec 23 2015,17602.61
Dec 24 2015,17552.17
Dec 25 2015,
Dec 28 2015,17528.27
Dec 29 2015,17720.98
Dec 30 2015,17603.87
Dec 31 2015,17425.03
Jan 01 2016,
Jan 04 2016,17148.94
Jan 05 2016,17158.66
Jan 06 2016,16906.51
Jan 07 2016,16514.1
Jan 08 2016,16346.45
Jan 11 2016,16398.57
Jan 12 2016,16516.22
Jan 13 2016,16151.41
Jan 14 2016,16379.05
Jan 15 2016,15988.08
Jan 18 2016,
Jan 19 2016,16016.02
Jan 20 2016,15766.74
Jan 21 2016,15882.68
Jan 22 2016,16093.51
Jan 25 2016,15885.22
Jan 26 2016,16167.23
Jan 27 2016,15944.46
Jan 28 2016,16069.64
Jan 29 2016,16466.3
Feb 01 2016,16449.18
Feb 02 2016,16153.54
Feb 03 2016,16336.66
Feb 04 2016,16416.58
Feb 05 2016,16204.97
Feb 08 2016,16027.05
Feb 09 2016,16014.38
Feb 10 2016,15914.74
Feb 11 2016,15660.18
Feb 12 2016,15973.84
Feb 15 2016,
Feb 16 2016,16196.41
Feb 17 2016,16453.83
Feb 18 2016,16413.43
Feb 19 2016,16391.99
Feb 22 2016,16620.66
Feb 23 2016,16431.78
Feb 24 2016,16484.99
Feb 25 2016,16697.29
Feb 26 2016,16639.97
Feb 29 2016,16516.5
Mar 01 2016,16865.08
Mar 02 2016,16899.32
Mar 03 2016,16943.9
Mar 04 2016,17006.77
Mar 07 2016,17073.95
Mar 08 2016,16964.1
Mar 09 2016,17000.36
Mar 10 2016,16995.13
Mar 11 2016,17213.31
Mar 14 2016,17229.13
Mar 15 2016,17251.53
Mar 16 2016,17325.76
Mar 17 2016,17481.49
Mar 18 2016,17602.3
Mar 21 2016,17623.87
Mar 22 2016,17582.57
Mar 23 2016,17502.59
Mar 24 2016,17515.73
Mar 25 2016,
Mar 28 2016,17535.39
Mar 29 2016,17633.11
Mar 30 2016,17716.66
Mar 31 2016,17685.09
Apr 01 2016,17792.75
Apr 04 2016,17737
Apr 05 2016,17603.32
Apr 06 2016,17716.05
Apr 07 2016,17541.96
Apr 08 2016,17576.96
Apr 11 2016,17556.41
Apr 12 2016,17721.25
Apr 13 2016,17908.28
Apr 14 2016,17926.43
Apr 15 2016,17897.46
Apr 18 2016,18004.16
Apr 19 2016,18053.6
Apr 20 2016,18096.27
Apr 21 2016,17982.52
Apr 22 2016,18003.75
Apr 25 2016,17977.24
Apr 26 2016,17990.32
Apr 27 2016,18041.55
Apr 28 2016,17830.76
Apr 29 2016,17773.64
May 02 2016,17891.16
May 03 2016,17750.91
May 04 2016,17651.26
May 05 2016,17660.71
May 06 2016,17740.63
May 09 2016,17705.91
May 10 2016,17928.35
May 11 2016,17711.12
May 12 2016,17720.5
May 13 2016,17535.32
May 16 2016,17710.71
May 17 2016,17529.98
May 18 2016,17526.62
May 19 2016,17435.4
May 20 2016,17500.94
May 23 2016,17492.93
May 24 2016,17706.05
May 25 2016,17851.51
May 26 2016,17828.29
May 27 2016,17873.22
May 30 2016,
May 31 2016,17787.2
Jun 01 2016,17789.67
Jun 02 2016,17838.56
Jun 03 2016,17807.06
Jun 06 2016,17920.33
Jun 07 2016,17938.28
Jun 08 2016,18005.05
Jun 09 2016,17985.19
Jun 10 2016,17865.34
Jun 13 2016,17732.48
Jun 14 2016,17674.82
Jun 15 2016,17640.17
Jun 16 2016,17733.1
Jun 17 2016,17675.16
Jun 20 2016,17804.87
Jun 21 2016,17829.73
Jun 22 2016,17780.83
Jun 23 2016,18011.07
Jun 24 2016,17400.75
Jun 27 2016,17140.24
Jun 28 2016,17409.72
Jun 29 2016,17694.68
Jun 30 2016,17929.99
Jul 01 2016,17949.37
Jul 04 2016,
Jul 05 2016,17840.62
Jul 06 2016,17918.62
Jul 07 2016,17895.88
Jul 08 2016,18146.74
Jul 11 2016,18226.93
Jul 12 2016,18347.67
Jul 13 2016,18372.12
Jul 14 2016,18506.41
Jul 15 2016,18516.55
Jul 18 2016,18533.05
Jul 19 2016,18559.01
Jul 20 2016,18595.03
Jul 21 2016,18517.23
Jul 22 2016,18570.85
Jul 25 2016,18493.06
Jul 26 2016,18473.75
Jul 27 2016,18472.17
Jul 28 2016,18456.35
Jul 29 2016,18432.24
Aug 01 2016,18404.51
Aug 02 2016,18313.77
Aug 03 2016,18355
Aug 04 2016,18352.05
Aug 05 2016,18543.53
Aug 08 2016,18529.29
Aug 09 2016,18533.05
Aug 10 2016,18495.66
Aug 11 2016,18613.52
Aug 12 2016,18576.47
Aug 15 2016,18636.05
Aug 16 2016,18552.02
Aug 17 2016,18573.94
Aug 18 2016,18597.7
Aug 19 2016,18552.57
Aug 22 2016,18529.42
Aug 23 2016,18547.3
Aug 24 2016,18481.48
Aug 25 2016,18448.41
Aug 26 2016,18395.4
Aug 29 2016,18502.99
Aug 30 2016,18454.3
Aug 31 2016,18400.88
Sep 01 2016,18419.3
Sep 02 2016,18491.96
Sep 05 2016,
Sep 06 2016,18538.12
Sep 07 2016,18526.14
Sep 08 2016,18479.91
Sep 09 2016,18085.45
Sep 12 2016,18325.07
Sep 13 2016,18066.75
Sep 14 2016,18034.77
Sep 15 2016,18212.48
Sep 16 2016,18123.8
Sep 19 2016,18120.17
Sep 20 2016,18129.96
Sep 21 2016,18293.7
Sep 22 2016,18392.46
Sep 23 2016,18261.45
Sep 26 2016,18094.83
Sep 27 2016,18228.3
Sep 28 2016,18339.24
Sep 29 2016,18143.45
Sep 30 2016,18308.15
Oct 03 2016,18253.85
Oct 04 2016,18168.45
Oct 05 2016,18281.03
Oct 06 2016,18268.5
Oct 07 2016,18240.49
Oct 10 2016,18329.04
Oct 11 2016,18128.66
Oct 12 2016,18144.2
Oct 13 2016,18098.94
Oct 14 2016,18138.38
Oct 17 2016,18086.4
Oct 18 2016,18161.94
Oct 19 2016,18202.62
Oct 20 2016,18162.35
Oct 21 2016,18145.71
Oct 24 2016,18223.03
