Time,Price
9:30 AM,344.01
10:00 AM,342.81
10:30 AM,346.5
11:00 AM,343.42
11:30 AM,341.8
12:00 PM,342.57
12:30 PM,355.95
12:50 PM,370.79
12:55 PM,359.5
1:00 PM,362.22
1:15 PM,366.31
1:30 PM,359.93
2:00 PM,364.77
2:30 PM,367
3:00 PM,368
3:45 PM,369.1
3:50 PM,381.27
4:00 PM,379.57
4:30 PM,378
5:00 PM,378.75
5:30 PM,380.74
6:00 PM,381.3
6:30 PM,379.5
7:00 PM,379.3
8:00 PM,377.8
,
